Company,Website,Industry,Employees,Annual revenue,Total funding,Company phone,Company Address,Company country,Company founded date,Alter names,Managers,Addtional Contact Info,Company Social Urls,Category
Phoenix Renovation -Restoration & Design,http://phoenixreno.ca,,1,,,(613) 898-2741,"P.O. Box 452Bourget, ON K0A 1E0",,,[],[],{},{},['Home Improvement']
Red Oak Construction Management,,,2,,,(613) 818-5688,"PO Box 614Bourget, ON K0A 1E0",,28/5/2015,[],"['Mr. Brad Vaughan, Owner', 'Mr. Winston Quinn, Owner']",{},{},"['Construction Management', 'General Contractor', 'Home Improvement']"
Amiko Site Improvements INC,,,15,,,(613) 835-7521,"3 Saint-Pierre StBourget, ON K0A 1E0",,,[],['Franco Montigny'],{},{'Facebook': 'https://en-gb.facebook.com/Amiko-Site-Improvements-Inc-172727850028406/'},['Home Improvement']
J & R Adam Ltd,https://www.facebook.com/J-R-Adam-LtdLtee-124705129324122/?ref=py_c,,13,,,(613) 987-2112,"144 rue PrincipalSt Albert, ON K0A 3C0",,1/1/1946,[],"['Stephane Adam, President']",{'Fax Numbers': ['(613) 987-5541']},{},"['General Contractor', 'Fence Contractors', 'Home Improvement', 'Windows', 'Deck Builder', 'Floor Installation', 'Garage Doors', 'Hardwood Floor Contractors', 'Home Renovation', 'Doors', 'Basement Finishing', 'Building Materials', 'Lumber Store', 'Vinyl Doors', 'Vinyl Windows', 'Hardware Sales', 'Patio Doors', 'Wood Windows', 'French Doors', 'Rolling Doors', 'Industrial Doors', 'Entry Doors']"
J & R Adam Ltd,https://www.facebook.com/J-R-Adam-LtdLtee-124705129324122/?ref=py_c,,13,,,(613) 987-2112,"144 rue PrincipalSt Albert, ON K0A 3C0",,1/1/1946,[],"['Stephane Adam, President']",{'Fax Numbers': ['(613) 987-5541']},{},"['General Contractor', 'Fence Contractors', 'Home Improvement', 'Windows', 'Deck Builder', 'Floor Installation', 'Garage Doors', 'Hardwood Floor Contractors', 'Home Renovation', 'Doors', 'Basement Finishing', 'Building Materials', 'Lumber Store', 'Vinyl Doors', 'Vinyl Windows', 'Hardware Sales', 'Patio Doors', 'Wood Windows', 'French Doors', 'Rolling Doors', 'Industrial Doors', 'Entry Doors']"
Ekko Interiors,http://www.ekkointeriors.com,Sole Proprietorship,1,,,(613) 282-2426,"3833 Marcil RoadBourget, ON K0A 1E0",,1/12/2015,[],"['Mr. Guy Dery, Owner/Operator']",{},"{'Facebook': 'https://www.facebook.com/ekkodesignbuild', 'Instagram': 'https://www.instagram.com/ekkodesignbuild/'}","['General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Bathroom Design', 'Basement Remodeling', 'Home Renovation', 'Home Additions', 'Interior Designer', 'Kitchen Design', 'Outdoor Kitchens', 'Interior Contractors', 'Structural Steel Detailing', 'Interior Decorator', 'Structural Integration', 'Residential Interior Design']"
Casselman Kitchen,https://www.ottawacabinets.ca,Sole Proprietorship,3,,,(613) 686-3870,"1315 Route 500 OuestCasselman, ON K0A 1M0",,21/1/2013,[],"['Mr. Manon Sauve', 'Norm Ouellette, Owner', 'Joanne Ouellette, Operations Manager']","{'Phone Numbers': ['(613) 764-1797'], 'Website Addresses': ['http://casselmankitchen.yolasite.com/']}",{},"['Kitchen Remodel', 'General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Bathroom Design', 'Furniture Repair', 'Kitchen Cabinet Refacing', 'Cabinets', 'Cabinet Refinishing', 'Cabinet Manufacturers', 'Kitchen Cabinets', 'Cabinet Maker', 'Kitchen Design', 'Kitchen Cabinets and Equipment', 'Cabinet Doors', 'Furniture Builders', 'Kitchen', 'Bathroom', 'Custom Cabinets']"
4c Design & Construction,,Corporation,5,,,(613) 223-0023,"2389 Landry StreetClarence Creek, ON K0A 1N0",,1/8/2001,[],['Mr. Arden Clemen'],{},{},"['Home Improvement', 'Bathroom Remodel', 'Kitchen Remodel', 'Bathroom Design', 'Home Renovation', 'Plumbing Renovation', 'Kitchen Cabinets', 'Bathroom', 'Commercial Renovation']"
Marwood Homes,https://www.marwoodhomes.ca,Corporation,3,,,(613) 487-9817,"2868 Bouvier RoadHammond, ON K0A 2A0",,15/6/2015,[],"['Mario Laplante, Owner']",{'Phone Numbers': ['(613) 203-0252']},{},"['General Contractor', 'Roofing Contractors', 'Construction Services', 'Home Builders', 'Home Improvement', 'Siding Contractors', 'Drywall Contractors', 'Bathroom Remodel', 'Window Installation', 'Kitchen Remodel', 'Framing Contractors', 'Fire and Water Damage Restoration', 'Hardwood Floor Contractors', 'Basement Remodeling', 'Home Renovation', 'Water Damage Restoration', 'Commercial Roofing', 'Home Additions', 'Plumbing Renovation', 'Carpet Installation', 'Floor Coverings', 'Basement Finishing', 'Kitchen Cabinets', 'Door Installation', 'Electrical', 'Interior Contractors', 'Paint', 'Roof Leak Repair', 'Building Restoration', 'Interior Finishing', 'Custom Home Builder', 'Tile Installation', 'Fire Damage Restoration', 'Bathroom', 'Plaster', 'Commercial Kitchen Renovation', 'Commercial Renovation', 'Restoration Companies', 'Residential Roofing']"
Sama Construction & Interior Decorating,,Sole Proprietorship,1,,,(613) 487-9817,"P.O. Box 7Berwick, ON K0C 1G0",,1/1/1998,[],"['Mr. Stephane Lamarre, Owner']",{},{},"['Home Improvement', 'General Contractor', 'Painting Contractors', 'Fence Contractors', 'Bathroom Remodel', 'Kitchen Remodel', 'Deck Builder', 'Bathroom Design', 'Basement Remodeling', 'Home Additions', 'Interior Contractors']"
True Angles Renovations,,Sole Proprietorship,4,,,(613) 884-5534,"3685 Frank Kenny RdNavan, ON K4B 1H9",,24/11/2017,[],"['Mr. Paul Dumais, Owner']",{},{'Facebook': 'https://www.facebook.com/TrueAnglesReno/'},"['General Contractor', 'Construction Services', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Bathroom Design', 'Construction', 'Basement Remodeling', 'Kitchen Design']"
CHICO Construction,https://www.chico-construction.com/,Sole Proprietorship,2,,,(613) 407-9881,"Hammond, ON K0A 2A0",,6/4/2018,['Pierre Chicoine'],"['Pierre Chicoine, Owner']",{},{'Facebook': 'https://www.facebook.com/CHICOconstruction/'},"['General Contractor', 'Fence Contractors', 'Home Improvement', 'Drywall Contractors', 'Bathroom Remodel', 'Patios and Decks', 'Kitchen Remodel', 'Framing Contractors', 'Floor Installation', 'Flooring Contractors', 'Hardwood Floor Contractors', 'Basement Finishing', 'Gazebo']"
Bath Evolution Inc.,http://bathevolution.ca,Corporation,3,,,(613) 603-1234,"3218 Gendron StreetHammond, ON K0A 2A0",,10/7/2018,[],"['Dan Landriault, Director']",{},{},"['Home Improvement', 'Bathroom Remodel', 'Remodeling', 'Bathroom Design', 'Bathtub Refinishing', 'Bathroom', 'Bathroom Accessories', 'Baths']"
Pat Henri Interior Solutions Inc,,,,,,(613) 355-7190,"nostreetaddressfoundnone, ON K1S",,,[],['Patrick Henri'],{},{'Facebook': 'https://www.facebook.com/profile.php?id=100032546631936'},['Home Improvement']
Orleans Design and Home Improvement,http://www.orleansrenovations.com,Sole Proprietorship,3,,,(613) 371-0758,"120 MacIntyre LaneRockland, ON K4K 1K7",,5/5/2010,[],"['Mr. Stephen Robert Mann, President']",{},{},"['Home Improvement', 'General Contractor', 'Bathroom Remodel', 'Kitchen Remodel', 'Bathroom Design', 'Flooring Contractors', 'Home Renovation', 'Basement Contractors', 'Interior Contractors']"
First Class Roofing & Construction,https://www.facebook.com/First-Class-Roofing-Construction-942051512538128/,Sole Proprietorship,2,,,(613) 769-1400,"534 Potvin AvenueRockland, ON K4K 1R5",,1/1/2016,[],"['Jason Miron, Owner']",{},{},"['General Contractor', 'Roofing Contractors', 'Construction Services', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Metal Roofing Contractors', 'Remodeling', 'Deck Builder', 'Bathroom Design', 'Flooring Contractors', 'Basement Remodeling', 'Commercial Roofing', 'Home Additions', 'Flat Roofing Contractors', 'Roof Cleaning', 'Roofing Consultants', 'Basement Contractors', 'Roof Deck', 'Shingles', 'Roof Structure', 'Disabled Access Contractors']"
Next Level Home Improvement,https://nextlevelhomeimprovement.net/,Sole Proprietorship,4,,,(613) 402-2530,"Limoges, ON K0A 2M0",,7/1/2016,[],"['Pascal Dupuis, Sole Proprietor']",{},{'Facebook': 'https://www.facebook.com/nextlevelhomeimprovement05/?ref=br_rs'},"['General Contractor', 'Concrete Contractors', 'Painting Contractors', 'Home Improvement', 'Bathroom Remodel', 'Chimney Repair', 'Remodel Contractors', 'Kitchen Remodel', 'Remodeling', 'Flooring Contractors', 'Basement Remodeling', 'Commercial Roofing', 'Doors', 'Plumbing Renovation', 'Countertops', 'Door Repair', 'Concrete', 'Commercial Painting Contractors', 'Basement Contractors', 'Door Installation', 'Concrete Repair', 'Finish Carpentry', 'Roof Leak Repair', 'Door Service', 'Plumbing Fixtures', 'Commercial Doors', 'Chimney', 'Chimney Builders', 'Exterior Designer', 'Door Frame', 'Garage Remodel', 'Commercial Concrete Contractors', 'Residential Roofing']"
R. L. Expertise,,,1,,,(613) 371-6603,"14384 Concession 11-12Crysler, ON K0A 1R0",,,[],['Mr. Robert Leduc'],{},{},['Home Improvement']
Mojak Construction Inc.,http://www.mojakconstruction.ca,Sole Proprietorship,7,,,(613) 488-3000,"760 Vinette RoadClarence Creek, ON K0A 1N0",,1/4/2006,[],"['Mr. Jacques Tremblay, President/Owner', 'Ms. Josee Tremblay, Administrative Manager']",{},{},"['General Contractor', 'Construction Services', 'Concrete Contractors', 'Home Builders', 'Home Improvement', 'Siding Contractors', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Remodeling', 'Foundation Contractors', 'Deck Builder', 'Garage Builders', 'Bathroom Design', 'Window and Door Installation', 'Flooring Contractors', 'Basement Remodeling', 'Home Renovation', 'Commercial Contractors', 'Home Additions', 'Decorative Concrete', 'Basement Contractors', 'Patio Contractor', 'Kitchen Design', 'Building and Construction', 'Concrete Repair', 'Decorative Concrete Contractor', 'Interior Contractors', 'Custom Home Builder', 'Stamped Concrete']"
Donaghy General Contractors,https://www.facebook.com/Donaghy-General-Contracting-471248369961707,Sole Proprietorship,4,,,(613) 793-6008,"Rockland, ON K4K 0G6",,1/9/2016,[],"['Matthew Donaghy, Owner']",{'Website Addresses': ['http://www.dgcottawa.com']},{},"['General Contractor', 'Fence Contractors', 'Home Improvement', 'Patios and Decks', 'Kitchen Remodel', 'Bathroom Design', 'Basement Remodeling', 'Home Additions', 'Basement Contractors', 'Kitchen Design']"
SPL Construction,,Sole Proprietorship,1,,,(613) 227-4897,"40 Main Street, P.O. Box 117Limoges, ON K0A 2M0",,6/11/2012,[],"['Sylvain Lamadeleine, Owner']",{},{},"['General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Patios and Decks', 'Kitchen Remodel', 'Remodeling', 'Deck Builder', 'Flooring Contractors', 'Home Renovation', 'Basement Contractors']"
CT Construction And Renovation,,,1,,,(613) 868-4382,"7025 Morris StreetClarence-Rockland, ON K4K 1M9",,,[],['General Manager'],{},{},"['Construction', 'General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Kitchen Remodel', 'Deck Builder', 'Bathroom Design', 'Basement Remodeling']"
J-Rock Construction,https://www.facebook.com/pg/JRockConstruction,Sole Proprietorship,1,,,(613) 791-8897,"1637 Manon StreetRockland, ON K4K 1T9",,1/6/2016,[],"['Mr. Jonathan Rocque, Owner']",{},{},"['Framing Contractors', 'Roofing Contractors', 'General Contractor', 'Construction Services', 'Fence Contractors', 'Home Improvement', 'Siding Contractors', 'Patios and Decks', 'Metal Roofing Contractors', 'Remodeling', 'Deck Builder', 'Bathroom Design', 'Window and Door Installation', 'Basement Contractors']"
Aiore Home Improvement,https://www.facebook.com/aiorehomeimprovement/,,2,,,(613) 298-2477,"1256 Avignon StreetEmbrun, ON K0A 1W0",,,[],"['Mr. Alan Fiore, Owner']",{},{},"['Home Improvement', 'Bathroom Remodel', 'Kitchen Remodel', 'Bathroom Design', 'Basement Remodeling', 'Home Renovation', 'Kitchen', 'Bathroom']"
Paragon Contracting & Renovations Inc.,http://www.paragongroup.ca,Corporation,6,,,(613) 443-5097,"477 Bruges StreetEmbrun, ON K0A 1W0",,28/2/2015,[],"['Mr. Andrew Hewson, Owner', 'Alisha Emond, Accounts Payable and Receivable']",{},{},"['Roofing Contractors', 'General Contractor', 'Home Improvement', 'Siding Contractors', 'Drywall Contractors', 'Windows', 'Window and Door Installation', 'Flooring Contractors', 'Basement Remodeling', 'Basement Contractors', 'Window Screens', 'Waste Containers', 'Door Frame']"
Madison Home Improvement,https://madisonhomeimprovements.ca/,Sole Proprietorship,1,,,(613) 804-6914,"6215 Dunning RoadVars, ON K0A 3H0",,24/6/2020,[],['Tyler Gowan'],{},{},"['Home Renovation', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Remodeling', 'Bathroom Design', 'Basement Remodeling', 'Basement Contractors', 'Basement Finishing', 'Kitchen Cabinets', 'Kitchen Design', 'Kitchen', 'Bathroom', 'Custom Cabinets']"
Aiore Home Improvement,https://www.facebook.com/aiorehomeimprovement/,,2,,,(613) 298-2477,"1256 Avignon StreetEmbrun, ON K0A 1W0",,,[],"['Mr. Alan Fiore, Owner']",{},{},"['Home Improvement', 'Bathroom Remodel', 'Kitchen Remodel', 'Bathroom Design', 'Basement Remodeling', 'Home Renovation', 'Kitchen', 'Bathroom']"
JolyJobs,https://www.facebook.com/Joly-Jobs-1005499096165071/?ref=nf,,1,,,(613) 614-6415,"103 Menard StreetEmbrun, ON K0A 1W1",,,[],['.'],{},{},['Home Improvement']
Regional Electric Corp,https://www.facebook.com/regional.electric2009/,,1,,,(613) 858-9917,"20 Lamadeleine StreetEmbrun, ON K0A 1W1",,,[],['Mr. Ernie Rodney'],{},{},"['Electrician', 'Home Improvement']"
Rombough Renovations,,Sole Proprietorship,2,,,(613) 448-1851,"13327 Kittle RoadUnited Counties of Stormont, Dundas and Glengarry, ON K0C 1H0",,5/1/2009,[],"['Mr. Owen Rombough, Owner']",{'Fax Numbers': ['(613) 448-1851']},{'Facebook': 'https://www.facebook.com/RomboughRenovations'},"['Home Improvement', 'Painting Contractors', 'Lawn Maintenance', 'Bathroom Remodel', 'Patios and Decks', 'Kitchen Remodel', 'Basement Remodeling', 'Hardwood Floors', 'Laminate Floor']"
360Renos,http://www.360renos.ca,Corporation,5,,,(613) 282-2124,"4509 Dunning RoadNavan, ON K4B 1J1",,18/9/2007,[],"['Mr. Dave Bennett, Owner']",{},{},"['Home Improvement', 'Painting Contractors', 'Handyman', 'Bathroom Remodel', 'Kitchen Remodel', 'Basement Remodeling']"
MR Kitchens,http://www.mrkitchens.ca,Corporation,26,,,(613) 225-5555,"1877 Merivale RoadOttawa, ON K2G 1E5",,1/1/1986,['M & R Kitchens and Renovations Ltd'],"['Mr. Guy Bianchi, President/Owner', 'Nathalie Boulay']","{'Fax Numbers': ['(613) 443-3406'], 'Phone Numbers': ['(613) 443-3399']}",{},"['Cabinet Manufacturers', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Remodeling', 'Bathroom Design', 'Home Renovation', 'Cabinets', 'Kitchen Design', 'Kitchen Cabinets and Equipment', 'Outdoor Kitchens', 'Kitchen', 'Bathroom']"
Vala Home Improvements,,Corporation,2,,,(613) 852-7177,"Cumberland, ON K4C 1A9",,11/12/2006,[],"['Mr. Richard Larocque, Owner']",{},{'Facebook': 'https://www.facebook.com/valahomeimprovements/'},"['General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Kitchen Remodel', 'Remodeling', 'Basement Remodeling', 'Home Renovation', 'Home Additions', 'Construction Management']"
DDS Construction,,,10,,,(613) 833-9039,"1390 Laugh DriveCumberland, ON K4C 1A9",,,['8624011 Canada Inc.'],"['Mr. Kelly Donnelly, Manager']",{'Fax Numbers': ['(613) 833-5872']},{},"['Construction Services', 'Home Improvement', 'Commercial Contractors', 'Commercial Painting Contractors', 'Commercial Painter']"
Maisons Bruyere Homes,https://bruyereconstruction.com/,Corporation,8,,,(613) 880-5393,"1772 Groves RoadRussell, ON K4R 1E5",,12/10/2011,"['2301977 Ontario Inc.', 'Bruyere Construction']","['Sabrina Granata, Director', 'Philippe Bruyere, Partner']",{},"{'Facebook': 'https://www.facebook.com/bruyerehomes/', 'Instagram': 'https://www.instagram.com/maisonsbruyerehomes/'}","['Custom Home Builder', 'General Contractor', 'Construction Services', 'Home Builders', 'Home Improvement', 'Home Warranty Plans', 'Construction', 'Home Repair', 'Home Renovation', 'Home Additions', 'Architect', 'Design Contractor', 'Building and Construction', 'General Engineering Contractor', 'Construction Management', 'Home Maintenance', 'Building Construction Consultants', 'Home Design', 'Rental Listings', 'Architectural Designer', 'Construction Estimate', 'Home Sales', 'Design', 'Home Management', 'Home Consultant', 'Commercial Building', 'New Construction', 'Residential General Contractor', 'Commercial General Contractor']"
Lavergne Home Improvement Renovations,http://www.lavergnerenos.ca,Sole Proprietorship,3,,,(613) 978-5358,"2885 Ernside CrescentCumberland, ON K4C 1B6",,13/8/2013,[],['Edgar Lavergne'],{},{},"['General Contractor', 'Home Improvement', 'Bathroom Remodel', 'Patios and Decks', 'Kitchen Remodel', 'Deck Builder', 'Bathroom Design', 'Window and Door Installation', 'Basement Remodeling', 'Home Repair', 'Home Renovation', 'Basement Contractors', 'Kitchen Design', 'Stair Builders', 'Lead Renovator']"
Dykstra Contracting,http://dykstracontracting.ca,,1,,,(613) 618-3559,"646 du Parc AvenueRussell, ON K4R 1G3",,14/11/2016,[],['Rick Dykstra'],{},{},"['General Contractor', 'Home Improvement', 'Drywall Contractors', 'Flooring Contractors']"
Ottawa Finished Basements,http://www.ottawafinishedbasements.com,Corporation,,,,(613) 882-3349,"Russell, ON K4R 1C2",,19/3/2014,"['2416348 Ontario Inc.', 'OttawaFinishedBasements.com']","['Michael Crook, President/Owner']",{},{},"['Home Improvement', 'Bathroom Remodel', 'Kitchen Remodel', 'Bathroom Design', 'Basement Remodeling', 'Basement Contractors', 'Basement Finishing']"
Nadeau Construction,,Sole Proprietorship,5,,,(613) 897-2080,"-Gatineau, QC J8R 0H7",,12/5/2016,[],"['Sylvain Nadeau, owner']",{},{},"['Construction', 'General Contractor', 'Painting Contractors', 'Fence Contractors', 'Home Improvement', 'Siding Contractors', 'Drywall Contractors', 'Bathroom Remodel', 'Patios and Decks', 'Kitchen Remodel', 'Carpenter', 'Deck Builder', 'Framing Contractors', 'Window and Door Installation', 'Flooring Contractors', 'Demolition Contractors', 'Stucco', 'Home Renovation', 'Home Additions', 'Basement Contractors', 'Finish Carpentry', 'Custom Home Builder', 'Stair Builders', 'Railing']"
Dreamspace Renovation,https://dreamspacerenos.ca/,Sole Proprietorship,1,,,(613) 282-4353,"Address unknownRussell, ON K4R 1G8",,18/8/2008,[],"['Jamie White, Owner']",{},{},"['Home Improvement', 'General Contractor', 'Landscape Contractors', 'Deck Builder', 'Home Renovation']"
Gentile Construction,https://www.facebook.com/GentileConstruction/,Sole Proprietorship,1,,,(613) 850-1987,"Cumberland, ON K4C 1A2",,17/11/2014,[],"['Casey Gentile, Owner']",{},{},"['Carpenter', 'General Contractor', 'Fence Contractors', 'Home Improvement', 'Bathroom Remodel', 'Excavating Contractors', 'Deck Builder', 'Ceramic Tile Contractors', 'Framing Contractors', 'Basement Contractors', 'Interior Finishing']"
True Angles Renovations,,Sole Proprietorship,4,,,(613) 884-5534,"3685 Frank Kenny RdNavan, ON K4B 1H9",,24/11/2017,[],"['Mr. Paul Dumais, Owner']",{},{'Facebook': 'https://www.facebook.com/TrueAnglesReno/'},"['General Contractor', 'Construction Services', 'Home Improvement', 'Bathroom Remodel', 'Remodel Contractors', 'Bathroom Design', 'Construction', 'Basement Remodeling', 'Kitchen Design']"
JSM Installations,https://www.JSMinstallations.ca,Corporation,5,,,(819) 918-9694,"PO Box 2504Gatineau, QC J8M 1K7",,29/3/2015,[],['Mr. Johnny Séguin'],{},{},"['Gutter Contractor', 'Roofing Contractors', 'General Contractor', 'Construction Services', 'Home Improvement', 'Siding Contractors', 'Window and Door Installation', 'Soffit and Fascia']"
Brian Shane Construction Ltd.,https://www.brianshaneconstruction.com,Corporation,5,,,(613) 327-5770,"715 Hamilton RoadRussell, ON K4R 1E5",,1/1/1990,['1605703 Ontario Inc.'],"['Mr. Brian Shane, President', 'Ms. Catharina Shane, Owner']",{'Phone Numbers': ['(613) 913-6039']},{},"['Custom Home Builder', 'Construction Services', 'Home Builders', 'Home Improvement', 'Home Renovation', 'Home Additions', 'Residential Painter', 'Residential General Contractor', 'Residential Roofing']"
Ten Design Builds Incorporated,https://tendesignbuilds.com/,Corporation,2,,,(613) 898-8361,"1390 Inge CrescentNavan, ON K4B 1M7",,1/1/2007,[],"['Mr. Matt Haddad, Owner']",{},{},"['General Contractor', 'Construction Services', 'Home Improvement', 'Patios and Decks', 'Bathroom Design', 'Basement Remodeling', 'Home Additions']"
Rowmac Construction And Home Improvement,https://www.facebook.com/Rowmacconstruction/,,3,,,(613) 724-8205,"4257 Gregoire RoadRussell, ON K4R 1E5",,,[],"['Michael Rowland, Owner']",{},{},"['Construction', 'Roofing Contractors', 'Siding Contractors', 'Bathroom Remodel', 'Garage Builders', 'Home Renovation', 'Home Additions', 'Soffit and Fascia', 'Roofing Consultants', 'Kitchen Design', 'Kitchen', 'Bathroom']"
