Company,Website,Industry,Employees,Annual revenue,Total funding,Company phone,Company Address,Company country,Company founded date,Alter names,Managers,Addtional Contact Info,Company Social Urls,Category
Copper Branch,https://eatcopperbranch.com/,,,,,,"111 Boulevard Robert-BourassaMontréal, QC H3C 2M1",,,[],['General Manager'],{'Website Addresses': ['https://eatcopperbranch.com/locations/']},"{'Facebook': 'https://www.facebook.com/CopperBranch/', 'LinkedIn': 'https://www.linkedin.com/company/copper-branch/?originalSubdomain=ca', 'Instagram': 'https://www.instagram.com/copperbranch/'}",['Restaurants']
Copper Branch,https://eatcopperbranch.com/,,,,,,"1245 Rue BishopMontréal, QC H3G 2E2",,,[],['General Manager'],{'Website Addresses': ['https://eatcopperbranch.com/locations/']},"{'Facebook': 'https://www.facebook.com/CopperBranch/', 'Instagram': 'https://www.instagram.com/copperbranch/', 'LinkedIn': 'https://www.linkedin.com/company/copper-branch/?originalSubdomain=ca'}",['Restaurants']
Poulet Rouge Ste-Catherine,https://poulet-rouge.ca/,,,,,,"1623 Rue Sainte-Catherine OQuébec City, QC H3H 1L8",,,[],['General Manager'],{'Website Addresses': ['https://www.tripadvisor.ca/Restaurant_Review-g155032-d15046002-Reviews-Poulet_Rouge_Ste_Catherine-Montreal_Quebec.html']},"{'Facebook': 'https://www.facebook.com/pouletrougefranchise', 'Instagram': 'https://www.instagram.com/poulet.rouge/'}",['Restaurants']
Nettoyage Imperial Cleaning,https://nettoyageimperial.com/en/,,1,,,,"1565 Chabanel Street WestMontreal, QC H4N 2W3",,,[],[],{},{},['Cleaning Services']
Multi-Menages Montreal,https://www.grand-menages.com,,1,,,(514) 800-5776,"6915 boulevard LacordaireMontreal, QC H1T 2K5",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Pizza Salvatoré St-Léonard,https://pizzasalvatore.com/,,,,,,"5949 rue BélangerSt-Léonard, QC H1T 1G8",,,[],['General Manager'],{},{'Facebook': 'https://www.facebook.com/PizzaSalvatoreCanada/'},"['Restaurants', 'Pizza']"
Étoile des Indes (Star of India),https://tmredirect.com/r/star-of-india-60b92bd6-e878-4a5d-a1f3-56b6c063c861,,,,,(514) 932-8330,"1806 Rue Sainte-Catherine OustMontréal, QC H3H 1M1",,,[],[],{},{},['Restaurants']
Copper Branch,https://eatcopperbranch.com/,,,,,,"2183 Rue Sainte-Catherine OQuébec City, QC H3H 1M9",,,[],['General Manager'],{'Website Addresses': ['https://eatcopperbranch.com/locations/']},{'Facebook': 'https://www.facebook.com/CopperBranch/'},['Restaurants']
G.E.M. Ménage,https://www.gemmenage.com,,1,,,(514) 829-1436,"3850 rue Jean-Talon Ouest, Unité 141Montreal, QC H3R 2G8",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Chez mon grand pere,,,,,,,"1558 Rue Fleury EMontréal, QC H2C 1S6",,,[],['General Manager'],{},{},"['Restaurants', 'Foods']"
Décor-Resto Chaises & Tables Inc.,https://decor-resto.com/,,1,,,(514) 223-4714,"4655B boulevard des Grandes-PrairiesSaint-Léonard, QC H1R 1A5",,,[],"['Responsable Général, General Manager']",{},{},['Restaurant Equipment']
Entretien NettRoyale,https://nettroyale.com/,,1,,,(514) 824-0692,"2115 rue BossuetMontreal, QC H1N2R8",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Thai Express Restaurant Montréal-Nord,https://thaiexpress.ca/fr/emplacements/,,,,,,"10734 Pie-IX BlvdMontréal, QC H1H 4A7",,,[],['General Manager'],{'Website Addresses': ['https://thaiexpress.ca/']},"{'Facebook': 'https://www.facebook.com/THAIEXPRESS/', 'Twitter': 'https://twitter.com/thaiexpress?lang=en', 'Instagram': 'https://www.instagram.com/thai_express/'}","['Foods', 'Restaurants']"
L'Gros Luxe Longueuil,http://www.lgrosluxe.com/,,,,,,"217 Rue Saint-Charles OuestLongueuil, QC J4H 1E1",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/lgrosluxe/', 'Instagram': 'https://www.instagram.com/lgrosluxe/'}",['Restaurants']
Souvlaki Bar (Saint-Léonard),https://souvlakibar.ca/,,,,,,"6830 rue Jean Talon EMontréal, QC H1S 1N2",,,[],['General Manager'],{},{},"['Foods', 'Restaurants']"
Belle Province Milad,,,,,,(514) 738-0696,"7555 Decarie Blvd.Montreal, QC H4P 2G9",,,[],['General Manager'],{},{},['Restaurants']
Le Georgia,,,,,,,"5112 Decarie BlvdMontréal, QC H3X 2H9",,,[],['General Manager'],"{'Website Addresses': ['https://www.tripadvisor.ca/Restaurant_Review-g155032-d4853719-Reviews-Le_Georgia-Montreal_Quebec.html', 'https://www.restomontreal.ca/resto/le-georgia-montreal/1250/en/']}",{'Facebook': 'https://www.facebook.com/restogeorgiamontreal/'},"['Foods', 'Restaurants']"
Sésame,https://sesamerestaurant.ca/,,,,,,"141, Avenue AtwaterMontréal, QC H3J 2Z6",,,[],['General Manager'],{'Website Addresses': ['https://sesamerestaurant.ca/fr/restaurants/march%C3%A9-atwater/']},"{'Facebook': 'https://www.facebook.com/Sesamerestaurant', 'Instagram': 'https://www.instagram.com/sesamerestaurant/'}",['Restaurants']
Copper Branch,https://eatcopperbranch.com/,,,,,,"7999 Bd des Galeries d'AnjouMontréal, QC H1M 1W9",,,[],['General Manager'],{'Website Addresses': ['https://eatcopperbranch.com/locations/']},"{'Facebook': 'https://www.facebook.com/CopperBranch/', 'Instagram': 'https://www.instagram.com/copperbranch/', 'LinkedIn': 'https://www.linkedin.com/company/copper-branch/?originalSubdomain=ca'}",['Restaurants']
Le SH Moonshine BBQ,https://moonshinebbq.ca/,Corporation,10,,,(514) 938-5333,"4370 rue Notre-DameMontreal, QC H4C 1R8",,,[],"['Fred Beaver, Owner']",{},{},['Restaurants']
Services de Nettoyage Scentral,https://scentral.ca,,1,,,(514) 739-6633,"5475 rue Paré#224Montreal, QC H4P 1P7",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Nettoyage Océan,http://www.nettoyageocean.com,,1,,,(514) 543-4515,"8515 Place DevonshireBureau 203Montreal, QC H4P 2K1",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Hakari Sushi,https://www.hakarisushi.com/,,,,,,"155 Boulevard des LaurentidesLaval, QC H7G 2T5",,,[],['General Manager'],{'Website Addresses': ['https://fr.yelp.ca/biz/hakari-sushi-laval']},{'Facebook': 'https://fr-ca.facebook.com/Hakari-Sushi-Restaurant-439125312944657/'},"['Foods', 'Restaurants']"
Montreal Office Maintenance,https://momcleaning.com,,90,,,(438) 394-7984,"5723 rue FerrierMon Royal, QC H4P 1N3",,6/5/2019,"['MOM Cleaning', 'Entretien Ménager MOM']","['Mr. Laurent l Olivier, partner']",{},{},"['Cleaning Services', 'Commercial Cleaning Services', 'Janitor Service', 'Disinfecting Services', 'Disinfecting']"
L'Gros Luxe NDG,http://www.lgrosluxe.com/,,,,,,"5942 Rue Sherbrooke OuestMontréal, QC H4A 1X7",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/lgrosluxe/', 'Instagram': 'https://www.instagram.com/lgrosluxe/'}",['Restaurants']
PFK Montreal,http://www.kfc.ca/,,,,,(514) 351-6670,"8710 rue Sherbrooke EstMontreal, QC H1L 1B9",,,[],['General Manager'],{},{},['Fast Food Restaurants']
Chiki Churros,https://www.chikichurros.ca/ndg/,,,,,,"6206, rue Sherbrooke OMontréal, QC H4B 1M2",,,[],['General Manager'],{'Website Addresses': ['https://www.chikichurros.ca/']},"{'Facebook': 'https://www.facebook.com/Chiki-Churros-104163564827964', 'Instagram': 'https://www.instagram.com/chiki_churros/'}","['Foods', 'Restaurants']"
Chiki Churros,https://www.chikichurros.ca/verdun/,,,,,,"3876, rue WellingtonMontréal, QC H4G 1V2",,,[],['General Manager'],{'Website Addresses': ['https://www.chikichurros.ca/']},"{'Facebook': 'https://www.facebook.com/Chiki-Churros-104163564827964', 'Instagram': 'https://www.instagram.com/chiki_churros/'}","['Foods', 'Restaurants']"
Chiki Churros,https://www.chikichurros.ca/laval-des-rapides/,,,,,,"317 Bd Cartier OLaval, QC H7N 2J3",,,['Chiki Churro'],['General Manager'],{'Website Addresses': ['https://www.chikichurros.ca/']},"{'Facebook': 'https://www.facebook.com/Chiki-Churros-104163564827964', 'Instagram': 'https://www.instagram.com/chiki_churros/'}","['Foods', 'Restaurants']"
Restaure-Action,https://www.restaure-action.com,,1,,,(514) 528-1989,"11645 avenue Philippe-PannetonMontreal, QC H1E 4M1",,,[],"['Responsable Général, General Manager']",{},{},['Mason Contractors']
Pizza Salvatoré St-Hubert,https://pizzasalvatore.com/,,,,,,"2901 Boul. TaschereauSt-Hubert, QC J4T 3K1",,,[],['General Manager'],{},{'Facebook': 'https://www.facebook.com/PizzaSalvatoreCanada/'},"['Restaurants', 'Pizza']"
Souvlaki Bar (Fairview Pointe-Claire),https://souvlakibar.ca,,,,,,"6801 Route Trans-CanadiennePointe-Claire, QC H9R 5J2",,,[],['General Manager'],{},{},"['Foods', 'Restaurants']"
Nettoyeur de la Cité,https://nettoyeurdelacite.com,,1,,,(514) 762-0022,"672 rue MelroseVerdun, QC H4H 1T4",,,[],"['Christian Llerena, General Manager']",{},{},['Cleaning Services']
Copper Branch,https://eatcopperbranch.com/,,,,,,"2310 Rue Wilfrid-ReidSaint-Laurent, QC H4R 1V9",,,[],['General Manager'],"{'Website Addresses': ['https://eatcopperbranch.com/locations/', 'https://www.linkedin.com/company/copper-branch/?originalSubdomain=ca']}","{'Facebook': 'https://www.facebook.com/CopperBranch/', 'Instagram': 'https://www.instagram.com/copperbranch/'}",['Restaurants']
Souvlaki Bar (Ville Saint-Laurent),https://souvlakibar.ca/,,,,,,"3310 Boulevard de la Côte-VertuMontréal, QC H4R 1P8",,,[],['General Manager'],{},{},"['Restaurants', 'Foods']"
Montreal Maid Services,https://www.montrealmaidservices.com,,1,,,(514) 700-3615,"7107 route TranscanadienneSaint-Laurent, QC H4T 1A2",,,[],"['Responsable Général, General Manager']",{},{},['Cleaning Services']
Langevin Montréal,,,1,,,(514) 381-4443,"6840 ch de la Côte-de-LiesseSaint-Laurent, QC H4T 2A1",,,[],['Abas Sakande'],{},{},['Cleaning Services']
We Care Cleaning,https://www.wecarecleaning.ca/,Corporation,6,,,(438) 500-4777,"2020 Trans Canada RouteSuite 107Dorval, QC H9P 2N4",,11/9/2020,[],"['Mr. Mehran Chowdhury, Director of Operations']",{},{},"['Cleaning Services', 'Window Cleaning', 'Blind Cleaning', 'Cleaning Supplies', 'Wall Cleaning', 'House Cleaning Supplies', 'Bin Cleaning']"
Thai Express Restaurant Laval,https://thaiexpress.ca/fr/emplacements/,,,,,,"1020 Blvd le CorbusierLaval, QC H7N 0A8",,,[],['General Manager'],{'Website Addresses': ['https://thaiexpress.ca/']},"{'Facebook': 'https://www.facebook.com/THAIEXPRESS/', 'Twitter': 'https://twitter.com/thaiexpress?lang=en', 'Instagram': 'https://www.instagram.com/thai_express/'}","['Foods', 'Restaurants']"
Poulet Rouge Carrefour Angrignon,https://poulet-rouge.ca/,,,,,,"7077 Blvd. NewmanLaSalle, QC H8N 1X1",,,[],['General Manager'],{},"{'Instagram': 'https://www.instagram.com/poulet.rouge/', 'Facebook': 'https://www.facebook.com/pouletrougefranchise'}",['Restaurants']
Crown Movers,https://www.crownmovers.ca,,1,,,(514) 606-4030,"4030 boulevard Côte-Vertu OuestSaint-Laurent, QC H4R 1V4",,,['Déménageurs Crown'],"['Responsable Général, General Manager']",{},{},"['Moving Companies', 'Cleaning Services', 'Junk Removal', 'Transportation Services']"
Crown Cleaners Montreal,https://www.cleanersmontreal.ca/,,6,,,(438) 464-0884,"4030 Boulevard Cote Vertu Ouest, 111Montréal, QC H4R 1V4",,,[],"['Jonathan Probonas, Co-Owner']",{},{},['Cleaning Services']
House of Jazz Laval,https://www.houseofjazz.ca/laval/,,,,,,"1639 Bd de l'AvenirLaval, QC H7S 2N5",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/houseofjazzlaval/', 'Twitter': 'https://twitter.com/houseofjazzlava', 'Instagram': 'https://www.instagram.com/houseofjazzlaval/'}","['Restaurants', 'Foods']"
Chiki Churros,https://www.chikichurros.ca/brossard/,,,,,,"3615, boul. TaschereauLongueuil, QC J4T 2G3",,,[],['General Managger'],{},"{'Facebook': 'https://www.facebook.com/Chiki-Churros-104163564827964', 'Twitter': 'https://www.chikichurros.ca/', 'Instagram': 'https://www.instagram.com/chiki_churros/'}","['Foods', 'Restaurants']"
Teriyaki Experience,https://www.teriyakiexperience.com/locations/le-carrefour-angrignon/,,,,,,"7077 Newman BoulevardMontréal, QC H8N 1X2",,,[],['General MAnager'],{'Website Addresses': ['https://www.teriyakiexperience.com/']},"{'Facebook': 'https://www.facebook.com/TeriyakiExperience/', 'Twitter': 'https://twitter.com/Teriyaki_Exp', 'Instagram': 'https://www.instagram.com/teriyakiexperience/'}","['Foods', 'Restaurants']"
Thai Express Restaurant Laval,https://thaiexpress.ca/locations/,,,,,,"1677 Boulevard Saint-Martin OLaval, QC H7S 1N2",,,[],['General Manager'],{'Website Addresses': ['https://thaiexpress.ca/']},"{'Facebook': 'https://www.facebook.com/THAIEXPRESS/', 'Twitter': 'https://twitter.com/thaiexpress?lang=en', 'Instagram': 'https://www.instagram.com/thai_express/'}","['Foods', 'Restaurants']"
KÒI noodle bar,https://www.koinoodlebar.com/,,,,,,"1775, boul. St-Martin O ChomedeyLaval, QC H7S 1N2",,,[],['General Manager'],"{'Website Addresses': ['https://www.koibubbletea.com/', 'https://www.koibubbletea.ca/']}",{'Facebook': 'https://www.facebook.com/koinoodlebar/'},"['Foods', 'Restaurants']"
Sushi Shop,https://sushishop.com/fr/restaurant/sushi-shop-lac-beauport/?utm_source=G&utm_medium=LPM&utm_campaign=MTY,,,,,,"990 Bd du LacQuébec City, QC G2M 0C9",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/sushishopboutique', 'Instagram': 'https://www.instagram.com/sushishoplove/'}",['Restaurants']
Harvey's,https://www.harveys.ca/fr.html,,,,,,"5935 Boulevard Robert-BourassaLaval, QC H7E 0A4",,,[],['General Manager'],{'Website Addresses': ['https://www.harveys.ca/']},"{'Facebook': 'https://www.facebook.com/harveysquebec', 'Twitter': 'https://twitter.com/HarveysCanada/status/1451532258956005379', 'YouTube': 'https://www.youtube.com/channel/UCRQmw5pw9xCapP_0z05PbiQ', 'Instagram': 'https://www.instagram.com/harveysquebec/'}","['Foods', 'Restaurants']"
Sésame,https://sesamerestaurant.ca,,,,,,"20, Boul. De MortagneBoucherville, QC J4B 5K9",,,[],['General Manager'],{'Website Addresses': ['https://sesamerestaurant.ca/fr/restaurants/boucherville/']},"{'Facebook': 'https://www.facebook.com/Sesamerestaurant', 'Instagram': 'https://www.instagram.com/sesamerestaurant/'}",['Restaurants']
Miss Wong,https://misswong.ca/,,,,,,"1780 Av. Pierre-PéladeauLaval, QC H7T 2Z1",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/misswongbrasserie/', 'Instagram': 'https://www.instagram.com/misswonglaval/'}","['Foods', 'Restaurants']"
Pizza Salvatoré Longueuil,https://pizzasalvatore.com/,,,,,,"3740 Chemin ChamblyLongueuil, QC J4L 1N8",,,[],['General Manager'],{},{'Facebook': 'https://www.facebook.com/PizzaSalvatoreCanada/'},"['Restaurants', 'Pizza']"
Elixor,https://www.elixor.com/,,,,,,"3237 Boulevard des SourcesDollard-des-Ormeaux, QC H9B 1Z6",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/RestoElixor/', 'Instagram': 'https://www.instagram.com/elixorresto/'}","['Restaurants', 'Foods']"
Elixor,https://www.elixor.com/,,,,,,"1795 Av Pierre-PeladeauLaval, QC H7T 2Y5",,,[],['General Manager'],{},"{'Facebook': 'https://www.facebook.com/RestoElixor/', 'Instagram': 'https://www.instagram.com/elixorresto/'}","['Foods', 'Restaurants']"
CleanerOffices Inc.,http://www.cleaneroffices.ca/,,1,,,(514) 504-2325,"3055 boulevard Saint-Martin OuestSuite T500Laval, QC H7T 0J3",,,[],"['Cathy Bernard, General Manager']",{},{},['Cleaning Services']
Restaurant Soya,https://www.restaurantsoya.com/,,,,,,"3204 Boulevard Saint-Martin OLaval, QC H7T 1A1",,,[],['General Manager'],"{'Website Addresses': ['https://www.tripadvisor.ca/809400', 'https://www.yelp.ca/biz/ljMFshWAmulRuGtlbdJvTA']}",{'Instagram': 'https://www.instagram.com/restaurant_soya_laval'},"['Restaurants', 'Foods']"
Souvlaki Bar (Laval),https://souvlakibar.ca/,,,,,,"190 Prom. Du CentropolisLaval, QC H7T 2Z6",,,[],['General Manager'],{},{},"['Foods', 'Restaurants']"
